id_venta,fecha,id_cliente,id_producto,cantidad,precio_unitario,metodo_pago,canal_venta,total_venta,mes,dia_semana,trimestre,tiene_devolucion,region,segmento,categoria,precio_lista,proveedor,descuento_relativo
223,2023-06-12,271,142,3,242107.0,Webpay,Tienda Física,726321.0,6,0,2,1,O'Higgins,Nuevo,Belleza,336587.0,ProvF,0.280700086456102
224,2023-06-12,285,57,3,419277.0,Webpay,Web,1257831.0,6,0,2,0,O'Higgins,Nuevo,Ropa,58920.0,ProvB,-1.0
225,2023-06-13,157,165,15,181340.0,Webpay,Marketplace,2720100.0,6,1,2,0,Biobío,Premium,Belleza,493333.0,ProvF,0.6324186705531558
228,2023-06-15,130,,12,164788.0,Tarjeta Débito,Tienda Física,1977456.0,6,3,2,0,Los Lagos,Regular,Belleza,,ProvF,
229,2023-06-16,175,69,11,227541.0,Tarjeta Débito,App,2502951.0,6,4,2,0,O'Higgins,Nuevo,Deportes,308309.0,ProvB,0.26197094473401683
230,2023-06-17,84,131,4,381461.0,Tarjeta Débito,App,1525844.0,6,5,2,0,Coquimbo,VIP,Hogar,6408.0,ProvD,-1.0
231,2023-06-18,,87,6,63875.0,Tarjeta Crédito,Web,383250.0,6,6,2,0,O'Higgins,Nuevo,Deportes,273263.0,ProvD,0.7662508279569499
232,2023-06-18,27,165,1,99013.0,Efectivo,Tienda Física,99013.0,6,6,2,0,Maule,Nuevo,Belleza,493333.0,ProvF,0.7992978373634037
233,2023-06-19,195,49,16,475771.0,Tarjeta Débito,App,7612336.0,6,0,2,0,Metropolitana,Regular,Belleza,369211.0,ProvB,-0.28861545295237684
234,2023-06-20,236,147,15,88570.0,Efectivo,Marketplace,1328550.0,6,1,2,0,Metropolitana,Nuevo,Belleza,247716.0,ProvD,0.6424534547627121
235,2023-06-20,92,115,17,284296.0,Efectivo,App,4833032.0,6,1,2,0,Maule,VIP,Deportes,321567.0,ProvF,0.11590430610106137
236,2023-06-21,21,89,8,290078.0,Webpay,Web,2320624.0,6,2,2,0,Biobío,Nuevo,Alimentos,193665.0,ProvA,-0.497833888415563
238,2023-06-23,262,128,10,322728.0,Efectivo,Tienda Física,3227280.0,6,4,2,0,Los Lagos,Regular,Hogar,160705.0,ProvE,-1.0
240,2023-06-24,257,189,9,276778.0,Webpay,App,2491002.0,6,5,2,1,Valparaíso,Regular,Hogar,188060.0,ProvB,-0.47175369562905456
241,2023-06-25,58,169,2,186714.0,Tarjeta Crédito,App,373428.0,6,6,2,0,Biobío,Regular,Belleza,473677.0,ProvA,0.6058199997044399
243,2023-06-26,162,178,6,71471.0,Efectivo,App,428826.0,6,0,2,0,O'Higgins,Premium,Belleza,56488.0,ProvF,-0.26524217532927347
244,2023-06-27,163,,70,285868.0,Tarjeta Crédito,Tienda Física,20010760.0,6,1,2,0,Valparaíso,Regular,Belleza,,ProvF,
245,2023-06-28,281,196,1,93450.0,Transferencia,Marketplace,93450.0,6,2,2,0,Biobío,VIP,Belleza,22537.0,ProvE,-1.0
246,2023-06-29,280,127,7,140043.0,Tarjeta Crédito,Marketplace,980301.0,6,3,2,0,Los Lagos,Regular,Belleza,413402.0,ProvF,0.6612425677669678
247,2023-06-29,12,71,12,110136.0,Efectivo,Tienda Física,1321632.0,6,3,2,1,Maule,Premium,Belleza,,ProvF,
250,2023-07-01,208,81,11,143568.0,Efectivo,Web,1579248.0,7,5,3,1,Los Lagos,VIP,Deportes,293302.0,ProvB,0.5105113500760309
252,2023-07-03,72,61,13,484993.0,Tarjeta Débito,Web,6304909.0,7,0,3,1,O'Higgins,VIP,Belleza,352125.0,ProvC,-0.37733191338303157
253,2023-07-04,60,61,7,286059.0,Webpay,Tienda Física,2002413.0,7,1,3,0,O'Higgins,Nuevo,Belleza,352125.0,ProvC,0.18762087326943558
255,2023-07-05,,28,15,187900.0,Efectivo,Web,2818500.0,7,2,3,0,O'Higgins,Nuevo,Belleza,363320.0,ProvE,0.48282505780028623
258,2023-07-07,27,169,11,44422.0,Tarjeta Débito,Web,488642.0,7,4,3,0,Maule,Nuevo,Belleza,473677.0,ProvA,0.9062187946638743
260,2023-07-09,50,86,1,422715.0,Tarjeta Crédito,,422715.0,7,6,3,0,Metropolitana,Premium,Ropa,229668.0,ProvF,-0.8405480955117822
261,2023-07-09,199,177,8,398167.0,Transferencia,Web,3185336.0,7,6,3,0,Valparaíso,Premium,Belleza,453271.0,ProvE,0.12156965700430868
262,2023-07-10,,17,13,88386.0,Tarjeta Crédito,App,1149018.0,7,0,3,0,O'Higgins,Nuevo,Belleza,180735.0,ProvA,0.5109635654411154
263,2023-07-11,24,98,4,336710.0,Webpay,Web,1346840.0,7,1,3,0,Coquimbo,VIP,Belleza,36523.0,ProvD,-1.0
264,2023-07-12,46,198,8,111032.0,Transferencia,App,888256.0,7,2,3,0,Maule,Nuevo,Ropa,264323.0,ProvA,0.5799381816943664
265,2023-07-12,15,198,3,109886.0,Transferencia,Tienda Física,329658.0,7,2,3,0,Araucanía,Nuevo,Ropa,264323.0,ProvA,0.5842737862388063
266,2023-07-13,153,98,9,437162.0,Webpay,Marketplace,3934458.0,7,3,3,1,Los Lagos,VIP,Belleza,36523.0,ProvD,-1.0
267,2023-07-14,222,65,2,125585.0,Webpay,Web,251170.0,7,4,3,0,Metropolitana,Premium,Ropa,237262.0,ProvF,0.47069062892498587
268,2023-07-15,206,74,2,132360.0,Tarjeta Débito,Marketplace,264720.0,7,5,3,0,Los Lagos,VIP,Alimentos,252065.0,ProvC,0.474897347906294
270,2023-07-16,236,5,15,435464.0,Efectivo,Tienda Física,6531960.0,7,6,3,0,Metropolitana,Nuevo,Hogar,169660.0,ProvB,-1.0
271,2023-07-17,228,2,12,396505.0,Webpay,Tienda Física,4758060.0,7,0,3,0,Biobío,VIP,Deportes,351281.0,ProvB,-0.12874023929560666
273,2023-07-18,166,112,8,375383.0,Tarjeta Débito,Marketplace,3003064.0,7,1,3,0,Los Lagos,Nuevo,Belleza,375557.0,ProvB,0.0004633118274988883
274,2023-07-19,214,57,9,76872.0,Tarjeta Débito,App,691848.0,7,2,3,0,Metropolitana,Nuevo,Ropa,58920.0,ProvB,-0.30468431771894094
275,2023-07-20,117,66,5,229703.0,Efectivo,Web,1148515.0,7,3,3,0,Araucanía,Premium,Alimentos,87428.0,ProvB,-1.0
276,2023-07-20,72,74,900,176258.0,Tarjeta Crédito,Web,158632200.0,7,3,3,0,O'Higgins,VIP,Alimentos,252065.0,ProvC,0.30074385575149265
277,2023-07-21,64,98,11,47794.0,Efectivo,App,525734.0,7,4,3,0,Los Lagos,VIP,Belleza,36523.0,ProvD,-0.30860006023601566
278,2023-07-22,205,144,15,243579.0,Tarjeta Débito,Marketplace,3653685.0,7,5,3,0,Metropolitana,Nuevo,Ropa,223580.0,ProvD,-0.08944896681277395
279,2023-07-23,209,112,9,460449.0,Efectivo,,4144041.0,7,6,3,0,Biobío,VIP,Belleza,375557.0,ProvB,-0.22604291758641165
280,2023-07-23,72,179,17,20990.0,Webpay,App,356830.0,7,6,3,0,O'Higgins,VIP,Belleza,246820.0,ProvC,0.9149582691840208
281,2023-07-24,277,125,12,146439.0,Webpay,Web,1757268.0,7,0,3,0,Coquimbo,Premium,Belleza,,ProvF,
282,2023-07-25,,167,7,104563.0,Tarjeta Débito,Tienda Física,731941.0,7,1,3,0,O'Higgins,Nuevo,Belleza,185950.0,ProvC,0.4376821726270503
283,2023-07-26,95,86,10,119835.0,Transferencia,Web,1198350.0,7,2,3,0,Biobío,Nuevo,Ropa,229668.0,ProvF,0.47822509013010084
285,2023-07-27,32,88,13,234566.0,Tarjeta Crédito,App,3049358.0,7,3,3,0,Metropolitana,Premium,Belleza,470791.0,ProvB,0.5017619283291311
286,2023-07-28,11,168,19,233683.0,Tarjeta Débito,Marketplace,4439977.0,7,4,3,0,Maule,VIP,Hogar,406587.0,ProvD,0.42525707905073207
287,2023-07-28,217,38,11,380527.0,Efectivo,App,4185797.0,7,4,3,0,Valparaíso,Nuevo,Deportes,418154.0,ProvA,0.08998359456085557
288,2023-07-29,289,188,13,78092.0,Efectivo,Tienda Física,1015196.0,7,5,3,0,O'Higgins,Premium,Belleza,481124.0,ProvE,0.8376884129663039
290,2023-07-31,267,138,8,215563.0,Webpay,Web,1724504.0,7,0,3,1,Maule,Premium,Ropa,316287.0,ProvC,0.31845760337920936
291,2023-07-31,214,99,4,298858.0,Tarjeta Débito,Web,1195432.0,7,0,3,0,Metropolitana,Nuevo,Belleza,160169.0,ProvA,-0.8658916519426356
293,2023-08-02,88,63,11,384955.0,Webpay,App,4234505.0,8,2,3,0,Los Lagos,Regular,Ropa,49819.0,ProvD,-1.0
294,2023-08-03,41,49,11,199535.0,Tarjeta Débito,Tienda Física,2194885.0,8,3,3,1,Biobío,Nuevo,Belleza,369211.0,ProvB,0.4595637724769847
295,2023-08-03,76,192,1,413949.0,Efectivo,Web,413949.0,8,3,3,0,Biobío,Nuevo,Alimentos,112574.0,ProvE,-1.0
296,2023-08-04,,32,17,86183.0,Tarjeta Débito,Marketplace,1465111.0,8,4,3,0,O'Higgins,Nuevo,Belleza,397798.0,ProvE,0.7833498408740114
298,2023-08-06,80,21,6,103020.0,Tarjeta Débito,Marketplace,618120.0,8,6,3,0,O'Higgins,Nuevo,Belleza,108695.0,ProvE,0.05221031326187957
299,2023-08-06,86,20,15,170865.0,Transferencia,Marketplace,2562975.0,8,6,3,0,Coquimbo,VIP,Deportes,385227.0,ProvC,0.556456323154919
300,2023-08-07,92,154,9,255780.0,Tarjeta Débito,App,2302020.0,8,0,3,0,Maule,VIP,Hogar,72353.0,ProvF,-1.0
301,2023-08-08,148,127,14,307949.0,Transferencia,Tienda Física,4311286.0,8,1,3,0,O'Higgins,Nuevo,Belleza,413402.0,ProvF,0.2550858486412741
302,2023-08-08,161,68,18,455392.0,Efectivo,Marketplace,8197056.0,8,1,3,0,Coquimbo,Premium,Deportes,199854.0,ProvF,-1.0
303,2023-08-09,202,110,17,255417.0,Webpay,Marketplace,4342089.0,8,2,3,0,O'Higgins,Regular,Alimentos,141735.0,ProvD,-0.8020742935760398
304,2023-08-10,242,116,18,251137.0,Transferencia,App,4520466.0,8,3,3,0,Biobío,Premium,Alimentos,186637.0,ProvD,-0.3455906385121921
305,2023-08-11,2,143,5,26071.0,Transferencia,App,130355.0,8,4,3,0,Coquimbo,Regular,Deportes,376435.0,ProvB,0.9307423592386468
306,2023-08-11,225,120,9,18421.0,Efectivo,Web,165789.0,8,4,3,0,Maule,Regular,Belleza,,ProvF,
308,2023-08-13,233,116,1,219651.0,Tarjeta Crédito,Web,219651.0,8,6,3,0,Biobío,Premium,Alimentos,186637.0,ProvD,-0.17688882697428698
310,2023-08-14,116,14,6,81179.0,Tarjeta Crédito,Web,487074.0,8,0,3,0,O'Higgins,VIP,Belleza,,ProvF,
311,2023-08-15,154,155,2,13461.0,Efectivo,,26922.0,8,1,3,0,Los Lagos,Premium,Belleza,271278.5,ProvA,0.9503794071406322
312,2023-08-16,103,125,15,225070.0,Transferencia,Tienda Física,3376050.0,8,2,3,1,Biobío,Premium,Belleza,,ProvF,
313,2023-08-16,194,168,14,119502.0,Tarjeta Crédito,,1673028.0,8,2,3,0,Los Lagos,VIP,Hogar,406587.0,ProvD,0.7060850445292152
314,2023-08-17,166,58,5,25758.0,Transferencia,Web,128790.0,8,3,3,1,Los Lagos,Nuevo,Deportes,23955.0,ProvD,-0.07526612398246713
315,2023-08-18,90,28,6,362575.0,Efectivo,Web,2175450.0,8,4,3,0,O'Higgins,Nuevo,Belleza,363320.0,ProvE,0.0020505339645491578
316,2023-08-19,174,26,6,56685.0,Transferencia,Tienda Física,340110.0,8,5,3,1,Maule,Regular,Belleza,270777.0,ProvC,0.7906579953245659
317,2023-08-19,,113,18,304551.0,Tarjeta Crédito,,5481918.0,8,5,3,0,O'Higgins,Nuevo,Deportes,403611.0,ProvA,0.2454343414822688
318,2023-08-20,143,191,14,141244.0,Tarjeta Crédito,Web,1977416.0,8,6,3,1,Biobío,Regular,Belleza,434431.0,ProvB,0.6748758721177817
319,2023-08-21,106,66,10,87575.0,Transferencia,Web,875750.0,8,0,3,0,O'Higgins,Regular,Alimentos,87428.0,ProvB,-0.0016813835384544998
320,2023-08-22,123,153,14,190496.0,Tarjeta Débito,,2666944.0,8,1,3,0,Maule,Nuevo,Hogar,211533.5,ProvC,0.09945233260925575
321,2023-08-22,9,131,13,400921.0,Efectivo,Tienda Física,5211973.0,8,1,3,0,Araucanía,Nuevo,Hogar,6408.0,ProvD,-1.0
322,2023-08-23,262,200,3,196655.0,Efectivo,App,589965.0,8,2,3,0,Los Lagos,Regular,Alimentos,37824.0,ProvC,-1.0
323,2023-08-24,73,44,6,375634.0,Transferencia,Web,2253804.0,8,3,3,0,Araucanía,Regular,Belleza,275064.0,ProvF,-0.3656240002326731
324,2023-08-25,223,97,8,63618.0,Tarjeta Débito,Tienda Física,508944.0,8,4,3,1,Biobío,VIP,Deportes,341820.0,ProvE,0.8138845006143585
325,2023-08-25,41,42,12,386613.0,Tarjeta Crédito,Web,4639356.0,8,4,3,0,Biobío,Nuevo,Belleza,79062.0,ProvB,-1.0
328,2023-08-27,178,180,12,283325.0,Transferencia,Web,3399900.0,8,6,3,0,Coquimbo,VIP,Deportes,6665.0,ProvD,-1.0
330,2023-08-29,111,89,17,194274.0,Tarjeta Débito,Web,3302658.0,8,1,3,0,Araucanía,Nuevo,Alimentos,193665.0,ProvA,-0.003144605375261405
331,2023-08-30,251,123,16,34016.0,Tarjeta Débito,App,544256.0,8,2,3,0,Metropolitana,VIP,Belleza,377517.0,ProvE,0.9098954484168925
334,2023-09-01,208,147,18,262843.0,Webpay,Marketplace,4731174.0,9,4,3,0,Los Lagos,VIP,Belleza,247716.0,ProvD,-0.06106589804453487
335,2023-09-02,22,,11,387847.0,Tarjeta Crédito,Marketplace,4266317.0,9,5,3,0,Biobío,Regular,Belleza,,ProvF,
336,2023-09-02,3,51,12,117978.0,Tarjeta Crédito,Marketplace,1415736.0,9,5,3,0,O'Higgins,Regular,Alimentos,306249.0,ProvA,0.6147644563737351
337,2023-09-03,127,11,6,173197.0,Transferencia,Web,1039182.0,9,6,3,0,Coquimbo,Regular,Belleza,271780.0,ProvC,0.36273088527485464
338,2023-09-04,297,12,9,16022.0,Tarjeta Débito,App,144198.0,9,0,3,0,Metropolitana,VIP,Hogar,143984.0,ProvA,0.8887237470830093
341,2023-09-06,12,152,3,466669.0,Efectivo,Tienda Física,1400007.0,9,2,3,0,Maule,Premium,Belleza,176107.0,ProvF,-1.0
342,2023-09-07,87,41,16,133483.0,Transferencia,,2135728.0,9,3,3,0,Maule,Regular,Belleza,87474.0,ProvF,-0.5259734321055399
343,2023-09-07,12,164,12,306120.0,Transferencia,Tienda Física,3673440.0,9,3,3,0,Maule,Premium,Belleza,43334.0,ProvB,-1.0
344,2023-09-08,25,85,11,339571.0,Webpay,App,3735281.0,9,4,3,0,Coquimbo,Premium,Belleza,322001.0,ProvA,-0.054565047934633744
346,2023-09-10,122,55,18,424207.0,Tarjeta Débito,Web,7635726.0,9,6,3,0,Coquimbo,Regular,Belleza,379165.0,ProvE,-0.11879261007740693
347,2023-09-10,147,137,19,473634.0,Webpay,Web,8999046.0,9,6,3,0,O'Higgins,Regular,Belleza,,ProvF,
348,2023-09-11,55,47,6,442543.0,Transferencia,Web,2655258.0,9,0,3,1,Coquimbo,Nuevo,Belleza,140687.0,ProvC,-1.0
349,2023-09-12,238,143,18,369794.0,Transferencia,Tienda Física,6656292.0,9,1,3,1,Biobío,Regular,Deportes,376435.0,ProvB,0.01764182395367062
350,2023-09-13,173,176,6,139455.0,Tarjeta Débito,Web,836730.0,9,2,3,0,Coquimbo,Nuevo,Hogar,212687.0,ProvF,0.34431817647529
351,2023-09-13,221,104,4,141526.0,Tarjeta Débito,Web,566104.0,9,2,3,0,Valparaíso,Regular,Belleza,59964.0,ProvE,-1.0
352,2023-09-14,119,42,12,481717.0,Tarjeta Crédito,Web,5780604.0,9,3,3,0,Los Lagos,Regular,Belleza,79062.0,ProvB,-1.0
353,2023-09-15,183,60,19,6132.0,Webpay,App,116508.0,9,4,3,1,Los Lagos,Regular,Deportes,427875.0,ProvA,0.9856687116564418
354,2023-09-15,288,198,2,358309.0,Tarjeta Crédito,Tienda Física,716618.0,9,4,3,0,Araucanía,Nuevo,Ropa,264323.0,ProvA,-0.35557253814461853
355,2023-09-16,300,12,17,353417.0,Webpay,Tienda Física,6008089.0,9,5,3,0,Los Lagos,Regular,Hogar,143984.0,ProvA,-1.0
356,2023-09-17,82,130,11,311722.0,Efectivo,Marketplace,3428942.0,9,6,3,0,Los Lagos,Premium,Belleza,195212.0,ProvF,-0.596838309120341
357,2023-09-18,211,,11,495064.0,Tarjeta Débito,Tienda Física,5445704.0,9,0,3,0,Los Lagos,Nuevo,Belleza,,ProvF,
358,2023-09-18,150,80,16,156628.0,Transferencia,App,2506048.0,9,0,3,1,O'Higgins,Nuevo,Ropa,14229.0,ProvB,-1.0
359,2023-09-19,37,131,2,170646.0,Transferencia,Tienda Física,341292.0,9,1,3,0,Biobío,Nuevo,Hogar,6408.0,ProvD,-1.0
360,2023-09-20,59,109,2,40391.0,Webpay,App,80782.0,9,2,3,0,Araucanía,VIP,Belleza,401937.0,ProvA,0.8995091270522495
361,2023-09-21,131,3,8,221956.0,Transferencia,App,1775648.0,9,3,3,0,Maule,Premium,Alimentos,398101.0,ProvF,0.4424630935365648
363,2023-09-22,243,114,10,172350.0,Transferencia,Marketplace,1723500.0,9,4,3,0,O'Higgins,Premium,Deportes,495262.0,ProvE,0.6520023745007693
366,2023-09-24,207,161,15,93681.0,Transferencia,Tienda Física,1405215.0,9,6,3,1,O'Higgins,Nuevo,Belleza,411108.0,ProvD,0.7721255728421729
367,2023-09-25,,129,1,186882.0,Transferencia,Tienda Física,186882.0,9,0,3,0,O'Higgins,Nuevo,Hogar,447866.0,ProvF,0.5827278694966798
369,2023-09-26,24,101,7,31842.0,Webpay,,222894.0,9,1,3,0,Coquimbo,VIP,Belleza,12613.0,ProvB,-1.0
370,2023-09-27,293,160,17,47088.0,Tarjeta Débito,App,800496.0,9,2,3,1,Coquimbo,VIP,Hogar,37309.0,ProvE,-0.2621083384706103
371,2023-09-28,4,124,18,82233.0,Tarjeta Débito,Marketplace,1480194.0,9,3,3,0,O'Higgins,Nuevo,Belleza,52459.0,ProvA,-0.5675670523647038
372,2023-09-29,220,176,600,298011.0,Efectivo,Tienda Física,178806600.0,9,4,3,0,Araucanía,Regular,Hogar,212687.0,ProvF,-0.40117167480852145
373,2023-09-29,20,107,9,76086.0,Webpay,Web,684774.0,9,4,3,0,Maule,Nuevo,Alimentos,438859.0,ProvF,0.8266276867968984
374,2023-09-30,152,101,5,484070.0,Tarjeta Crédito,Web,2420350.0,9,5,3,0,Coquimbo,Regular,Belleza,12613.0,ProvB,-1.0
375,2023-10-01,50,4,10,223911.0,Transferencia,Tienda Física,2239110.0,10,6,4,0,Metropolitana,Premium,Belleza,271278.5,ProvE,0.17460838216076835
376,2023-10-02,177,198,4,251257.0,Tarjeta Crédito,App,1005028.0,10,0,4,0,Araucanía,Regular,Ropa,264323.0,ProvA,0.049431945006677434
377,2023-10-02,96,110,5,124083.0,Transferencia,Web,620415.0,10,0,4,0,Maule,Regular,Alimentos,141735.0,ProvD,0.12454227960630755
378,2023-10-03,105,19,10,236009.0,Webpay,App,2360090.0,10,1,4,0,Metropolitana,VIP,Belleza,261599.0,ProvC,0.09782147485273261
379,2023-10-04,250,32,11,331295.0,Transferencia,Tienda Física,3644245.0,10,2,4,0,Coquimbo,Nuevo,Belleza,397798.0,ProvE,0.16717781386532862
380,2023-10-04,117,137,10,375837.0,Efectivo,Tienda Física,3758370.0,10,2,4,0,Araucanía,Premium,Belleza,,ProvF,
382,2023-10-06,66,139,2,289368.0,Efectivo,Tienda Física,578736.0,10,4,4,1,Metropolitana,Premium,Belleza,224774.0,ProvC,-0.28737309475295186
383,2023-10-07,262,46,8,452276.0,Webpay,Marketplace,3618208.0,10,5,4,0,Los Lagos,Regular,Deportes,330438.0,ProvE,-0.36871667302186795
384,2023-10-07,295,119,16,408887.0,Webpay,Marketplace,6542192.0,10,5,4,0,Biobío,Regular,Belleza,465448.0,ProvC,0.12151948230521992
387,2023-10-10,246,63,12,4432.0,Efectivo,App,53184.0,10,1,4,0,O'Higgins,Premium,Ropa,49819.0,ProvD,0.9110379574058091
388,2023-10-10,125,109,13,107011.0,Tarjeta Débito,Web,1391143.0,10,1,4,0,Los Lagos,VIP,Belleza,401937.0,ProvA,0.7337617586835747
389,2023-10-11,268,119,13,332098.0,Tarjeta Débito,Web,4317274.0,10,2,4,0,O'Higgins,Nuevo,Belleza,465448.0,ProvC,0.28649816950550866
390,2023-10-12,131,21,10,206188.0,Tarjeta Débito,App,2061880.0,10,3,4,0,Maule,Premium,Belleza,108695.0,ProvE,-0.8969409816458899
391,2023-10-12,237,158,4,201801.0,Transferencia,Marketplace,807204.0,10,3,4,0,Coquimbo,Nuevo,Belleza,42969.0,ProvB,-1.0
392,2023-10-13,18,13,9,442409.0,Tarjeta Débito,Marketplace,3981681.0,10,4,4,0,Metropolitana,VIP,Hogar,295826.0,ProvC,-0.4955041139047954
393,2023-10-14,40,162,2,447886.0,Efectivo,Marketplace,895772.0,10,5,4,0,Araucanía,Nuevo,Alimentos,353415.0,ProvF,-0.2673089710397125
394,2023-10-15,21,4,19,454678.0,Transferencia,Web,8638882.0,10,6,4,0,Biobío,Nuevo,Belleza,271278.5,ProvE,-0.676056156311687
395,2023-10-15,225,156,1,157625.0,Webpay,,157625.0,10,6,4,0,Maule,Regular,Hogar,309491.0,ProvB,0.4906960137774604
396,2023-10-16,282,102,7,345837.0,Tarjeta Crédito,Marketplace,2420859.0,10,0,4,0,O'Higgins,Nuevo,Belleza,407420.0,ProvC,0.15115360070688724
398,2023-10-18,100,128,3,96114.0,Webpay,Marketplace,288342.0,10,2,4,0,Metropolitana,VIP,Hogar,160705.0,ProvE,0.40192277776049284
399,2023-10-18,240,27,3,93132.0,Efectivo,App,279396.0,10,2,4,1,Maule,Regular,Deportes,321567.0,ProvE,0.7103807293658865
400,2023-10-19,87,69,3,171712.0,Tarjeta Crédito,Web,515136.0,10,3,4,0,Maule,Regular,Deportes,308309.0,ProvB,0.4430522625028786
401,2023-10-20,298,25,-85,215549.0,Webpay,App,-18321665.0,10,4,4,0,O'Higgins,Nuevo,Alimentos,266146.0,ProvC,0.19010993965718065
402,2023-10-21,14,131,7,415644.0,Tarjeta Crédito,App,2909508.0,10,5,4,1,O'Higgins,Premium,Hogar,6408.0,ProvD,-1.0
403,2023-10-21,,97,14,60826.0,Tarjeta Débito,Web,851564.0,10,5,4,0,O'Higgins,Nuevo,Deportes,341820.0,ProvE,0.8220525422737113
407,2023-10-24,14,162,18,246917.0,Tarjeta Débito,Web,4444506.0,10,1,4,0,O'Higgins,Premium,Alimentos,353415.0,ProvF,0.3013397846724106
408,2023-10-25,231,154,4,150671.0,Tarjeta Débito,App,602684.0,10,2,4,0,Los Lagos,VIP,Hogar,72353.0,ProvF,-1.0
409,2023-10-26,84,126,1,298445.0,Tarjeta Débito,Marketplace,298445.0,10,3,4,0,Coquimbo,VIP,Deportes,253121.0,ProvE,-0.1790606073774993
410,2023-10-26,130,133,18,217488.0,Webpay,Tienda Física,3914784.0,10,3,4,0,Los Lagos,Regular,Belleza,46552.0,ProvC,-1.0
411,2023-10-27,231,189,1,83038.0,Tarjeta Crédito,Tienda Física,83038.0,10,4,4,0,Los Lagos,VIP,Hogar,188060.0,ProvB,0.5584494310326491
412,2023-10-28,145,9,13,59175.0,Transferencia,Tienda Física,769275.0,10,5,4,0,Maule,Premium,Ropa,18935.0,ProvC,-1.0
413,2023-10-29,28,116,10,273801.0,Tarjeta Débito,Web,2738010.0,10,6,4,0,Coquimbo,VIP,Alimentos,186637.0,ProvD,-0.4670242234926622
414,2023-10-29,66,178,11,451304.0,Tarjeta Crédito,Web,4964344.0,10,6,4,0,Metropolitana,Premium,Belleza,56488.0,ProvF,-1.0
415,2023-10-30,163,134,9,172635.0,Webpay,Tienda Física,1553715.0,10,0,4,0,Valparaíso,Regular,Hogar,160338.0,ProvF,-0.07669423343187516
416,2023-10-31,229,60,9,366767.0,Tarjeta Crédito,Marketplace,3300903.0,10,1,4,0,O'Higgins,Nuevo,Deportes,427875.0,ProvA,0.14281741162722758
417,2023-10-31,261,172,5,329672.0,Webpay,Marketplace,1648360.0,10,1,4,0,Metropolitana,Nuevo,Ropa,188754.0,ProvD,-0.7465696091208663
418,2023-11-01,164,121,1,465846.0,Efectivo,Web,465846.0,11,2,4,0,Metropolitana,Regular,Belleza,215068.0,ProvE,-1.0
419,2023-11-02,287,139,17,410670.0,Webpay,Tienda Física,6981390.0,11,3,4,0,O'Higgins,Premium,Belleza,224774.0,ProvC,-0.8270351553115574
420,2023-11-03,10,194,2,283736.0,Webpay,Marketplace,567472.0,11,4,4,0,O'Higgins,Nuevo,Hogar,7065.0,ProvF,-1.0
421,2023-11-03,195,175,13,328858.0,Webpay,Marketplace,4275154.0,11,4,4,0,Metropolitana,Regular,Alimentos,279644.0,ProvF,-0.17598804193903678
422,2023-11-04,118,108,9,449295.0,Transferencia,Marketplace,4043655.0,11,5,4,0,Los Lagos,Regular,Ropa,367800.0,ProvB,-0.22157422512234912
424,2023-11-06,80,131,5,164071.0,Tarjeta Débito,Tienda Física,820355.0,11,0,4,0,O'Higgins,Nuevo,Hogar,6408.0,ProvD,-1.0
425,2023-11-06,93,76,11,6395.0,Tarjeta Débito,App,70345.0,11,0,4,0,O'Higgins,Nuevo,Hogar,329688.0,ProvF,0.9806028730193395
426,2023-11-07,266,30,19,413449.0,Tarjeta Crédito,Tienda Física,7855531.0,11,1,4,1,Metropolitana,Nuevo,Alimentos,258634.0,ProvD,-0.5985871927124817
428,2023-11-09,133,,12,53123.0,Tarjeta Crédito,Web,637476.0,11,3,4,0,Araucanía,Regular,Belleza,,ProvF,
431,2023-11-11,171,163,13,60236.0,Efectivo,Web,783068.0,11,5,4,0,Maule,Nuevo,Ropa,41593.0,ProvF,-0.4482244608467771
432,2023-11-11,1,180,7,490304.0,Webpay,Web,3432128.0,11,5,4,0,O'Higgins,Nuevo,Deportes,6665.0,ProvD,-1.0
436,2023-11-14,107,175,5,369694.0,Webpay,App,1848470.0,11,1,4,1,Maule,Nuevo,Alimentos,279644.0,ProvF,-0.32201656391698014
438,2023-11-16,204,58,4,329700.0,Tarjeta Débito,Tienda Física,1318800.0,11,3,4,1,Metropolitana,Premium,Deportes,23955.0,ProvD,-1.0
439,2023-11-17,165,75,10,266614.0,Transferencia,Tienda Física,2666140.0,11,4,4,0,Metropolitana,VIP,Belleza,428388.0,ProvC,0.3776342941445605
440,2023-11-17,120,185,15,52529.0,Tarjeta Crédito,Marketplace,787935.0,11,4,4,0,Maule,VIP,Belleza,324956.0,ProvF,0.838350422826475
441,2023-11-18,,23,18,87089.0,Webpay,App,1567602.0,11,5,4,0,O'Higgins,Nuevo,Ropa,43588.0,ProvE,-0.9980040378085712
442,2023-11-19,156,176,13,284419.0,Tarjeta Crédito,Tienda Física,3697447.0,11,6,4,0,O'Higgins,VIP,Hogar,212687.0,ProvF,-0.33726555924903734
443,2023-11-19,207,128,8,148882.0,Webpay,Marketplace,1191056.0,11,6,4,0,O'Higgins,Nuevo,Hogar,160705.0,ProvE,0.07356958402041007
444,2023-11-20,108,150,9,469220.0,Tarjeta Débito,App,4222980.0,11,0,4,0,O'Higgins,Regular,Hogar,221324.0,ProvA,-1.0
