id_venta,fecha,id_cliente,id_producto,cantidad,precio_unitario,metodo_pago,canal_venta
357.0,2023-09-18,211.0,,11.0,495064.0,,Tienda Física
358.0,2023-09-18,150.0,80.0,16.0,156628.0,Transferencia,App
359.0,2023-09-19,37.0,131.0,2.0,170646.0,Transferencia,Tienda Física
360.0,2023-09-20,59.0,109.0,2.0,40391.0,Webpay,App
361.0,21/09/2023,131.0,3.0,8.0,221956.0,  Transferencia  ,App
362.0,21/09/2023,202.0,27.0,13.0,131263.0 aprox,Tarjeta Crédito,Tienda Física
363.0,2023-09-22,243.0,114.0,10.0,172350.0,Transferencia,Marketplace
364.0,23/09/2023,35.0,107.0,,417451.0,efectivo,Web
365.0,2023-09-23,93.0,40.0,4.0,$467807.0,Tarjeta Crédito,Web
366.0,24/09/2023,207.0,161.0,15.0,93681.0,TRANSFERENCIA,Tienda Física
367.0,25/09/2023,,129.0,1.0,186882.0,Transferencia,Tienda Física
368.0,,159.0,8.0,11.0,464387.0,tarjeta débito,App
369.0,2023-09-26,24.0,101.0,7.0,31842.0,Webpay,
370.0,27/09/2023,293.0,160.0,17.0,47088.0,,App
371.0,28/09/2023,4.0,124.0,18.0,82233.0,  Tarjeta Débito  ,Marketplace
372.0,29/09/2023,220.0,176.0,600.0,298011.0,Efectivo,Tienda Física
373.0,2023-09-29,20.0,107.0,9.0,76086.0,Webpay,Web
374.0,30/09/2023,152.0,101.0,5.0,484070.0,Tarjeta Crédito,Web
375.0,2023-10-01,50.0,4.0,10.0,223911.0,Transferencia,Tienda Física
376.0,02/10/2023,177.0,198.0,4.0,251257.0,Tarjeta Crédito,App
377.0,02/10/2023,96.0,110.0,5.0,124083.0,Transferencia,Web
378.0,03/10/2023,105.0,19.0,10.0,236009.0,Webpay,App
379.0,04/10/2023,250.0,32.0,11.0,331295.0,Transferencia,Tienda Física
380.0,04/10/2023,117.0,137.0,10.0,375837.0,Efectivo,Tienda Física
381.0,,228.0,12.0,8.0,377180.0,Transferencia,
382.0,2023-10-06,66.0,139.0,2.0,289368.0,EFECTIVO,Tienda Física
383.0,2023-10-07,262.0,46.0,8.0,452276.0,Webpay,Marketplace
384.0,07/10/2023,295.0,119.0,16.0,408887.0,Webpay,Marketplace
385.0,08/10/2023,243.0,16.0,,378767.0,Tarjeta Crédito,Web
,09/10/2023,186.0,129.0,3.0,28747.0,  Efectivo  ,Marketplace
387.0,10/10/2023,246.0,63.0,12.0,4432.0,Efectivo,App
388.0,10/10/2023,125.0,109.0,13.0,107011.0,,Web
389.0,11/10/2023,268.0,119.0,13.0,332098.0,Tarjeta Débito,Web
390.0,2023-10-12,131.0,21.0,10.0,206188.0,TARJETA DÉBITO,App
391.0,12/10/2023,237.0,158.0,4.0,201801.0,Transferencia,Marketplace
392.0,13/10/2023,18.0,13.0,9.0,442409.0,Tarjeta Débito,Marketplace
393.0,14/10/2023,40.0,162.0,2.0,447886.0,Efectivo,Marketplace
394.0,2023-10-15,21.0,4.0,19.0,454678.0,Transferencia,Web
395.0,15/10/2023,225.0,156.0,1.0,157625.0,Webpay,
396.0,2023-10-16,282.0,102.0,7.0,345837.0,TARJETA CRÉDITO,Marketplace
397.0,17/10/2023,8.0,59.0,17.0,136545.0 aprox,tarjeta débito,Tienda Física
398.0,2023-10-18,100.0,128.0,3.0,96114.0,Webpay,Marketplace
399.0,2023-10-18,240.0,27.0,3.0,93132.0,Efectivo,App
400.0,2023-10-19,87.0,69.0,3.0,171712.0,Tarjeta Crédito,Web
401.0,2023-10-20,298.0,25.0,-85.0,215549.0,Webpay,App
402.0,21/10/2023,14.0,131.0,7.0,415644.0,Tarjeta Crédito,App
403.0,2023-10-21,,97.0,14.0,60826.0,,Web
,22/10/2023,293.0,196.0,17.0,367728.0,Efectivo,Tienda Física
405.0,23/10/2023,41.0,,18.0,266196.0 aprox,  Tarjeta Crédito  ,Marketplace
406.0,23/10/2023,111.0,,13.0,144685.0 aprox,Webpay,App
407.0,24/10/2023,14.0,162.0,18.0,246917.0,Tarjeta Débito,Web
408.0,2023-10-25,231.0,154.0,4.0,150671.0,tarjeta débito,App
409.0,2023-10-26,84.0,126.0,1.0,298445.0,,Marketplace
410.0,2023-10-26,130.0,133.0,18.0,217488.0,Webpay,Tienda Física
411.0,2023-10-27,231.0,189.0,1.0,83038.0,tarjeta crédito,Tienda Física
412.0,28/10/2023,145.0,9.0,13.0,59175.0,Transferencia,Tienda Física
413.0,29/10/2023,28.0,116.0,10.0,273801.0,Tarjeta Débito,Web
414.0,2023-10-29,66.0,178.0,11.0,451304.0,Tarjeta Crédito,Web
415.0,2023-10-30,163.0,134.0,9.0,172635.0,Webpay,Tienda Física
416.0,31/10/2023,229.0,60.0,9.0,366767.0,TARJETA CRÉDITO,Marketplace
417.0,2023-10-31,261.0,172.0,5.0,329672.0,Webpay,Marketplace
418.0,2023-11-01,164.0,121.0,1.0,465846.0,Efectivo,Web
419.0,02/11/2023,287.0,139.0,17.0,410670.0,Webpay,Tienda Física
420.0,03/11/2023,10.0,194.0,2.0,283736.0,  Webpay  ,Marketplace
421.0,03/11/2023,195.0,175.0,13.0,328858.0,Webpay,Marketplace
422.0,04/11/2023,118.0,108.0,9.0,449295.0,transferencia,Marketplace
423.0,05/11/2023,270.0,,4.0,200360.0 aprox,,Web
424.0,2023-11-06,80.0,131.0,5.0,164071.0,TARJETA DÉBITO,Tienda Física
425.0,2023-11-06,93.0,76.0,11.0,6395.0,Tarjeta Débito,App
426.0,07/11/2023,266.0,30.0,19.0,413449.0,Tarjeta Crédito,Tienda Física
427.0,,257.0,21.0,3.0,400689.0,TRANSFERENCIA,Tienda Física
428.0,09/11/2023,133.0,,12.0,53123.0,Tarjeta Crédito,Web
429.0,2023-11-09,276.0,190.0,19.0,288852.0 aprox,Tarjeta Débito,Marketplace
430.0,2023-11-10,264.0,161.0,,232527.0,Tarjeta Débito,Marketplace
431.0,2023-11-11,171.0,163.0,13.0,60236.0,Efectivo,Web
432.0,11/11/2023,1.0,180.0,7.0,490304.0,Webpay,Web
433.0,2023-11-12,64.0,34.0,,108133.0,Tarjeta Débito,Web
434.0,2023-11-13,284.0,41.0,7.0,,TARJETA CRÉDITO,Web
435.0,14/11/2023,121.0,51.0,8.0,~297829.0,TARJETA CRÉDITO,Web
436.0,14/11/2023,107.0,175.0,5.0,369694.0,  Webpay  ,App
437.0,2023-11-15,175.0,82.0,,17189.0,Webpay,Tienda Física
438.0,2023-11-16,204.0,58.0,4.0,329700.0,,Tienda Física
439.0,17/11/2023,165.0,75.0,10.0,266614.0,Transferencia,Tienda Física
440.0,2023-11-17,120.0,185.0,15.0,52529.0,Tarjeta Crédito,Marketplace
441.0,18/11/2023,,23.0,18.0,87089.0,Webpay,App
442.0,19/11/2023,156.0,176.0,13.0,284419.0,tarjeta crédito,Tienda Física
443.0,19/11/2023,207.0,128.0,8.0,148882.0,Webpay,Marketplace
444.0,20/11/2023,108.0,150.0,9.0,469220.0,Tarjeta Débito,App
445.0,2023-11-21,251.0,17.0,16.0,409551.0,Tarjeta Crédito,App
446.0,2023-11-22,130.0,69.0,19.0,491800.0,Tarjeta Débito,Marketplace
447.0,22/11/2023,293.0,108.0,16.0,130576.0,Tarjeta Crédito,App
448.0,2023-11-23,20.0,139.0,7.0,484892.0,Transferencia,Marketplace
449.0,2023-11-24,282.0,94.0,14.0,216186.0,Efectivo,Tienda Física
450.0,2023-11-25,285.0,15.0,14.0,174412.0,TARJETA DÉBITO,Marketplace
451.0,2023-11-25,1.0,91.0,4.0,26124.0,,App
,2023-11-26,119.0,163.0,15.0,27330.0,Transferencia,Tienda Física
453.0,,35.0,33.0,3.0,346314.0,Tarjeta Crédito,Tienda Física
454.0,28/11/2023,198.0,125.0,5.0,229507.0,  Tarjeta Débito  ,Web
455.0,28/11/2023,245.0,16.0,1.0,114034.0,  Tarjeta Crédito  ,Web
456.0,2023-11-29,59.0,162.0,3.0,307371.0,Tarjeta Crédito,App
457.0,30/11/2023,161.0,66.0,15.0,127176.0,Tarjeta Crédito,Marketplace
458.0,30/11/2023,179.0,168.0,8.0,289238.0,Efectivo,Marketplace
459.0,2023-12-01,206.0,156.0,4.0,180245.0,,App
460.0,02/12/2023,,47.0,2.0,411953.0,webpay,Tienda Física
461.0,03/12/2023,276.0,167.0,,410527.0,Tarjeta Débito,App
462.0,03/12/2023,181.0,198.0,4.0,239198.0,Transferencia,App
463.0,2023-12-04,242.0,148.0,3.0,176059.0,  Transferencia  ,
464.0,2023-12-05,216.0,124.0,2.0,181917.0,  Transferencia  ,Marketplace
,06/12/2023,251.0,,17.0,403052.0,,App
466.0,2023-12-06,299.0,200.0,13.0,164762.0,Efectivo,Marketplace
467.0,07/12/2023,126.0,87.0,5.0,105321.0,Tarjeta Débito,App
468.0,2023-12-08,217.0,128.0,9.0,43259.0,TARJETA CRÉDITO,Tienda Física
469.0,08/12/2023,285.0,191.0,6.0,233880.0,Efectivo,Tienda Física
470.0,09/12/2023,185.0,67.0,5.0,241584.0,Efectivo,Web
471.0,2023-12-10,39.0,4.0,10.0,420613.0,TARJETA DÉBITO,Tienda Física
472.0,11/12/2023,223.0,186.0,8.0,,tarjeta débito,Web
473.0,11/12/2023,,153.0,7.0,191115.0,Tarjeta Débito,App
474.0,2023-12-12,178.0,47.0,7.0,404394.0,Tarjeta Crédito,Marketplace
475.0,2023-12-13,294.0,38.0,6.0,411988.0,Webpay,
476.0,14/12/2023,151.0,143.0,3.0,192921.0,Tarjeta Débito,Tienda Física
477.0,2023-12-14,126.0,191.0,19.0,230103.0,Webpay,Tienda Física
478.0,15/12/2023,234.0,21.0,150.0,152340.0,TARJETA CRÉDITO,App
479.0,16/12/2023,8.0,57.0,4.0,466345.0,Webpay,Web
,2023-12-17,129.0,117.0,12.0,60203.0,Transferencia,App
481.0,17/12/2023,264.0,181.0,6.0,466941.0,Webpay,Marketplace
482.0,18/12/2023,157.0,46.0,19.0,342249.0,tarjeta débito,App
,19/12/2023,5.0,142.0,4.0,266255.0,Tarjeta Crédito,Marketplace
484.0,19/12/2023,86.0,145.0,15.0,17297.0,Tarjeta Débito,Tienda Física
485.0,20/12/2023,175.0,39.0,9.0,238322.0,,Marketplace
486.0,2023-12-21,290.0,137.0,5.0,204466.0,TARJETA DÉBITO,Marketplace
487.0,22/12/2023,193.0,99.0,13.0,81448.0,Tarjeta Débito,Web
,2023-12-22,119.0,77.0,18.0,328548.0,Tarjeta Débito,Marketplace
489.0,23/12/2023,218.0,115.0,5.0,485604.0,  Efectivo  ,Marketplace
490.0,24/12/2023,114.0,134.0,16.0,281532.0,Transferencia,App
491.0,2023-12-25,145.0,151.0,19.0,357662.0,Tarjeta Débito,Tienda Física
492.0,2023-12-25,26.0,187.0,14.0,35157.0,Tarjeta Débito,App
493.0,26/12/2023,136.0,,16.0,209416.0,Tarjeta Débito,App
494.0,27/12/2023,232.0,98.0,15.0,59063.0,Tarjeta Crédito,Tienda Física
495.0,27/12/2023,76.0,120.0,4.0,306785.0,Efectivo,Tienda Física
496.0,28/12/2023,289.0,46.0,7.0,469303.0,Tarjeta Crédito,Marketplace
497.0,,1.0,38.0,16.0,331227.0,EFECTIVO,
498.0,30/12/2023,147.0,,8.0,39325.0,TARJETA DÉBITO,Web
499.0,2023-12-30,287.0,100.0,17.0,177978.0,Transferencia,App
500.0,31/12/2023,142.0,72.0,16.0,275781.0,,Tienda Física
501.0,2024-01-01,53.0,190.0,10.0,202201.0,  Webpay  ,Marketplace
502.0,02/01/2024,69.0,35.0,10.0,416988.0,Tarjeta Débito,Tienda Física
503.0,02/01/2024,90.0,147.0,2.0,407521.0,Tarjeta Crédito,Marketplace
504.0,2024-01-03,220.0,30.0,9.0,306304.0,Transferencia,
505.0,04/01/2024,192.0,78.0,17.0,187356.0,EFECTIVO,Web
506.0,05/01/2024,63.0,,11.0,128413.0,Tarjeta Débito,Tienda Física
507.0,2024-01-05,73.0,113.0,10.0,53831.0,  Transferencia  ,Web
508.0,2024-01-06,161.0,25.0,17.0,178094.0,Transferencia,Tienda Física
509.0,2024-01-07,169.0,168.0,4.0,207173.0,Efectivo,Marketplace
510.0,2024-01-07,89.0,88.0,16.0,338236.0,Transferencia,
511.0,2024-01-08,176.0,14.0,15.0,329422.0,TARJETA CRÉDITO,Web
512.0,,269.0,154.0,5.0,35984.0,Tarjeta Crédito,Marketplace
513.0,2024-01-10,73.0,102.0,6.0,198234.0,  Tarjeta Crédito  ,
514.0,10/01/2024,245.0,150.0,850.0,91708.0,transferencia,App
515.0,11/01/2024,77.0,176.0,1.0,79250.0,  Tarjeta Crédito  ,App
516.0,12/01/2024,159.0,83.0,19.0,413824.0,Efectivo,Marketplace
517.0,13/01/2024,98.0,110.0,4.0,,Transferencia,Marketplace
518.0,2024-01-13,102.0,179.0,17.0,210172.0,WEBPAY,Tienda Física
519.0,14/01/2024,132.0,131.0,9.0,84934.0,Transferencia,App
520.0,15/01/2024,102.0,170.0,2.0,439786.0,efectivo,App
521.0,,19.0,19.0,8.0,278963.0,Webpay,App
522.0,16/01/2024,82.0,28.0,15.0,116459.0,Transferencia,Tienda Física
523.0,2024-01-17,279.0,173.0,7.0,251711.0,Tarjeta Crédito,App
524.0,18/01/2024,129.0,71.0,6.0,366012.0,TARJETA DÉBITO,Marketplace
525.0,2024-01-18,89.0,63.0,1.0,479101.0,Tarjeta Débito,App
526.0,2024-01-19,213.0,73.0,15.0,111003.0,  Tarjeta Crédito  ,Web
527.0,2024-01-20,143.0,124.0,7.0,443205.0,  Tarjeta Débito  ,Marketplace
528.0,2024-01-21,65.0,119.0,17.0,467218.0,Tarjeta Débito,Tienda Física
,2024-01-21,76.0,121.0,2.0,458294.0,Tarjeta Crédito,App
530.0,2024-01-22,199.0,19.0,,318072.0,Tarjeta Crédito,Web
531.0,23/01/2024,,175.0,9.0,315281.0,Transferencia,Tienda Física
532.0,24/01/2024,93.0,142.0,13.0,202202.0,,Tienda Física
533.0,2024-01-24,224.0,120.0,6.0,376447.0,Tarjeta Crédito,Marketplace
534.0,,291.0,,6.0,266116.0,Efectivo,Tienda Física
535.0,2024-01-26,102.0,181.0,3.0,339042.0,Tarjeta Débito,Tienda Física
536.0,,267.0,61.0,17.0,214800.0,Transferencia,Tienda Física
,27/01/2024,110.0,164.0,17.0,366017.0,Tarjeta Débito,Tienda Física
538.0,2024-01-28,265.0,168.0,12.0,412411.0,Webpay,App
539.0,2024-01-29,3.0,,,74072.0 aprox,Tarjeta Crédito,App
540.0,2024-01-29,85.0,9.0,15.0,416632.0,Efectivo,App
541.0,2024-01-30,282.0,64.0,13.0,270608.0,  Webpay  ,App
,31/01/2024,117.0,161.0,1.0,422488.0,Webpay,Web
543.0,01/02/2024,221.0,120.0,17.0,216220.0,webpay,App
544.0,01/02/2024,154.0,52.0,3.0,190141.0,Tarjeta Crédito,Tienda Física
545.0,2024-02-02,153.0,89.0,15.0,457615.0,,App
546.0,2024-02-03,12.0,142.0,4.0,126333.0,TARJETA CRÉDITO,App
547.0,03/02/2024,133.0,53.0,4.0,422262.0,Transferencia,
548.0,2024-02-04,293.0,187.0,18.0,242526.0,Webpay,Tienda Física
549.0,05/02/2024,300.0,78.0,17.0,257534.0,Webpay,App
550.0,2024-02-06,228.0,41.0,19.0,154926.0,Efectivo,App
551.0,2024-02-06,271.0,196.0,11.0,286948.0,Transferencia,App
552.0,2024-02-07,43.0,68.0,3.0,163280.0,  Webpay  ,Web
553.0,08/02/2024,21.0,8.0,8.0,20595.0,Tarjeta Débito,App
554.0,09/02/2024,107.0,2.0,14.0,136727.0,Efectivo,Marketplace
555.0,2024-02-09,117.0,105.0,1.0,,Tarjeta Crédito,Tienda Física
556.0,10/02/2024,124.0,125.0,14.0,489199.0,Efectivo,
,2024-02-11,281.0,110.0,2.0,,TARJETA DÉBITO,App
558.0,12/02/2024,292.0,86.0,4.0,198182.0,Transferencia,App
559.0,12/02/2024,203.0,169.0,19.0,364457.0,tarjeta crédito,App
560.0,2024-02-13,51.0,120.0,6.0,173557.0,Tarjeta Crédito,Tienda Física
561.0,2024-02-14,271.0,127.0,1.0,335875.0,Transferencia,Tienda Física
562.0,14/02/2024,277.0,183.0,17.0,,,
563.0,15/02/2024,141.0,16.0,8.0,473431.0,Webpay,Marketplace
564.0,2024-02-16,275.0,62.0,19.0,,,Web
565.0,2024-02-17,290.0,113.0,1.0,391866.0,  Tarjeta Débito  ,Marketplace
566.0,17/02/2024,52.0,176.0,5.0,133698.0,Webpay,Web
567.0,2024-02-18,27.0,158.0,16.0,$495176.0,Efectivo,Tienda Física
568.0,19/02/2024,157.0,12.0,6.0,13859.0,Transferencia,Web
569.0,2024-02-20,239.0,35.0,8.0,302161.0,Tarjeta Débito,Marketplace
570.0,20/02/2024,156.0,11.0,13.0,330093.0,TARJETA DÉBITO,App
571.0,,291.0,64.0,16.0,344335.0,Tarjeta Débito,Marketplace
572.0,22/02/2024,136.0,50.0,3.0,,,App
573.0,2024-02-22,144.0,149.0,,469326.0,Tarjeta Crédito,Tienda Física
574.0,2024-02-23,106.0,69.0,12.0,91410.0,Webpay,Marketplace
,24/02/2024,158.0,,16.0,311754.0,  Efectivo  ,Web
576.0,2024-02-25,146.0,20.0,11.0,112115.0,Tarjeta Crédito,Marketplace
577.0,2024-02-25,2.0,,10.0,154301.0,Efectivo,App
578.0,26/02/2024,77.0,195.0,4.0,273683.0,Tarjeta Crédito,Tienda Física
579.0,2024-02-27,132.0,172.0,12.0,209180.0,Webpay,Web
580.0,28/02/2024,,161.0,2.0,~80953.0,Tarjeta Débito,Marketplace
581.0,28/02/2024,263.0,189.0,19.0,86297.0,TRANSFERENCIA,App
582.0,2024-02-29,108.0,137.0,5.0,209654.0,tarjeta débito,Web
583.0,01/03/2024,74.0,,8.0,378884.0,webpay,Tienda Física
584.0,2024-03-02,,35.0,7.0,449084.0,Tarjeta Crédito,Web
585.0,2024-03-02,159.0,65.0,14.0,42980.0,,Tienda Física
586.0,2024-03-03,71.0,8.0,3.0,197159.0,Webpay,Web
587.0,04/03/2024,,45.0,18.0,51023.0,efectivo,Marketplace
588.0,04/03/2024,298.0,87.0,16.0,9280.0,  Transferencia  ,App
589.0,2024-03-05,36.0,175.0,19.0,331198.0,Tarjeta Débito,Marketplace
590.0,06/03/2024,84.0,168.0,19.0,301622.0,Tarjeta Crédito,Marketplace
591.0,07/03/2024,263.0,76.0,18.0,$82347.0,Efectivo,Tienda Física
592.0,07/03/2024,172.0,182.0,16.0,117673.0,Webpay,Tienda Física
593.0,2024-03-08,173.0,76.0,8.0,12830.0,TRANSFERENCIA,Tienda Física
594.0,2024-03-09,47.0,174.0,1.0,417639.0,Tarjeta Crédito,Marketplace
595.0,2024-03-10,141.0,,17.0,487371.0,Webpay,Web
596.0,10/03/2024,118.0,15.0,12.0,68594.0,Webpay,
597.0,11/03/2024,277.0,105.0,11.0,116506.0,Tarjeta Débito,Marketplace
598.0,2024-03-12,214.0,147.0,5.0,434336.0,Tarjeta Débito,Marketplace
599.0,,220.0,26.0,12.0,463305.0,Tarjeta Crédito,App
600.0,2024-03-13,26.0,52.0,17.0,210394.0,Webpay,Tienda Física
601.0,2024-03-14,9.0,93.0,6.0,26261.0,Tarjeta Débito,Tienda Física
602.0,15/03/2024,271.0,150.0,1.0,20657.0,Transferencia,Marketplace
603.0,15/03/2024,10.0,21.0,5.0,287401.0,  Transferencia  ,
604.0,16/03/2024,121.0,51.0,14.0,197055.0,Webpay,Web
605.0,17/03/2024,125.0,38.0,5.0,15298.0,  Tarjeta Débito  ,Marketplace
606.0,2024-03-18,170.0,20.0,1.0,292043.0,  Tarjeta Crédito  ,Web
607.0,18/03/2024,72.0,157.0,18.0,6640.0,Tarjeta Crédito,Marketplace
608.0,2024-03-19,152.0,179.0,16.0,393899.0,Tarjeta Crédito,App
,20/03/2024,208.0,132.0,9.0,153910.0,Transferencia,App
610.0,21/03/2024,49.0,55.0,,21089.0,Tarjeta Débito,Web
611.0,2024-03-21,154.0,,5.0,294588.0,  Tarjeta Débito  ,Tienda Física
612.0,22/03/2024,293.0,,2.0,199445.0,Transferencia,App
613.0,23/03/2024,68.0,28.0,750.0,$486926.0,Tarjeta Crédito,Web
614.0,23/03/2024,50.0,4.0,7.0,272555.0,Tarjeta Crédito,Marketplace
615.0,24/03/2024,152.0,150.0,400.0,138344.0,Webpay,Marketplace
,2024-03-25,19.0,76.0,1.0,355010.0,efectivo,Web
617.0,2024-03-26,100.0,173.0,13.0,136475.0,Tarjeta Débito,Tienda Física
618.0,26/03/2024,60.0,67.0,7.0,$452217.0,  Tarjeta Débito  ,Web
619.0,27/03/2024,167.0,86.0,15.0,187986.0,Tarjeta Débito,Web
620.0,28/03/2024,202.0,194.0,14.0,$275384.0,Efectivo,App
621.0,2024-03-29,146.0,,19.0,26236.0,  Webpay  ,Web
622.0,2024-03-29,164.0,91.0,18.0,213634.0,Efectivo,Web
623.0,2024-03-30,242.0,183.0,10.0,416349.0,,
624.0,2024-03-31,69.0,,9.0,403019.0,Tarjeta Crédito,App
625.0,31/03/2024,175.0,1.0,8.0,112935.0,Tarjeta Débito,Marketplace
626.0,01/04/2024,49.0,72.0,10.0,113813.0,Transferencia,Marketplace
627.0,02/04/2024,108.0,87.0,17.0,408835.0,Tarjeta Débito,Tienda Física
,03/04/2024,226.0,166.0,,465269.0,TRANSFERENCIA,Tienda Física
629.0,2024-04-03,161.0,6.0,6.0,48585.0,Efectivo,App
630.0,2024-04-04,119.0,153.0,5.0,225579.0,Tarjeta Crédito,App
631.0,2024-04-05,149.0,145.0,9.0,169390.0,Transferencia,Tienda Física
632.0,06/04/2024,150.0,61.0,5.0,435474.0,efectivo,
633.0,06/04/2024,293.0,12.0,18.0,42679.0,Tarjeta Crédito,
634.0,2024-04-07,143.0,6.0,9.0,106352.0,Transferencia,Tienda Física
635.0,08/04/2024,160.0,,17.0,,  Tarjeta Débito  ,Tienda Física
636.0,2024-04-09,11.0,136.0,17.0,26596.0,Tarjeta Débito,Marketplace
637.0,09/04/2024,138.0,124.0,12.0,246775.0,tarjeta débito,App
638.0,10/04/2024,,106.0,7.0,221611.0,Efectivo,Marketplace
639.0,2024-04-11,,193.0,3.0,167866.0,  Tarjeta Débito  ,Marketplace
640.0,2024-04-11,254.0,185.0,10.0,197892.0,Webpay,Web
641.0,2024-04-12,258.0,,,265440.0,TARJETA CRÉDITO,Marketplace
642.0,2024-04-13,291.0,109.0,3.0,$81522.0,Efectivo,Tienda Física
643.0,14/04/2024,263.0,99.0,16.0,286426.0,Tarjeta Débito,Tienda Física
644.0,14/04/2024,85.0,168.0,2.0,402911.0,Tarjeta Crédito,Web
645.0,2024-04-15,146.0,142.0,10.0,380320.0,Transferencia,Web
646.0,16/04/2024,42.0,35.0,6.0,77796.0,Tarjeta Débito,Web
647.0,2024-04-17,125.0,176.0,11.0,75475.0,tarjeta crédito,Web
648.0,2024-04-17,167.0,84.0,7.0,134819.0,WEBPAY,Web
649.0,2024-04-18,241.0,56.0,15.0,181176.0,Transferencia,Marketplace
650.0,19/04/2024,280.0,177.0,6.0,,,Web
651.0,2024-04-19,188.0,141.0,9.0,340169.0,TARJETA CRÉDITO,Marketplace
652.0,20/04/2024,19.0,189.0,12.0,29284.0,Webpay,App
653.0,2024-04-21,68.0,49.0,19.0,18302.0,Tarjeta Crédito,
654.0,22/04/2024,218.0,46.0,,196563.0,Tarjeta Crédito,Web
655.0,22/04/2024,102.0,113.0,15.0,348885.0,Webpay,Marketplace
656.0,2024-04-23,42.0,190.0,2.0,97524.0 aprox,Tarjeta Crédito,App
657.0,24/04/2024,288.0,136.0,2.0,,Tarjeta Débito,Marketplace
658.0,25/04/2024,167.0,43.0,3.0,130654.0,Tarjeta Crédito,Marketplace
659.0,2024-04-25,109.0,148.0,6.0,443157.0,  Efectivo  ,Web
660.0,2024-04-26,36.0,124.0,15.0,447949.0,Tarjeta Crédito,Tienda Física
661.0,2024-04-27,,97.0,10.0,149346.0,Efectivo,Tienda Física
662.0,28/04/2024,229.0,90.0,9.0,115767.0,Tarjeta Crédito,Marketplace
663.0,2024-04-28,164.0,39.0,1.0,206241.0,Tarjeta Crédito,Web
664.0,2024-04-29,73.0,85.0,16.0,121025.0,  Webpay  ,App
665.0,2024-04-30,136.0,177.0,6.0,336520.0,TARJETA DÉBITO,Tienda Física
666.0,30/04/2024,70.0,192.0,9.0,413206.0,Tarjeta Débito,App
667.0,01/05/2024,196.0,62.0,4.0,336873.0,Transferencia,Tienda Física
668.0,02/05/2024,269.0,,2.0,412351.0,Webpay,Web
669.0,03/05/2024,49.0,107.0,4.0,,Webpay,Marketplace
670.0,2024-05-03,130.0,54.0,1.0,79002.0,TARJETA DÉBITO,App
,2024-05-04,5.0,126.0,19.0,369238.0,  Webpay  ,App
672.0,05/05/2024,,9.0,10.0,180877.0,Tarjeta Débito,
673.0,06/05/2024,,88.0,15.0,335964.0,Webpay,App
674.0,06/05/2024,,37.0,19.0,136051.0,Tarjeta Crédito,
675.0,07/05/2024,264.0,49.0,-80.0,41534.0,,Marketplace
676.0,2024-05-08,230.0,41.0,4.0,496298.0,TARJETA DÉBITO,Tienda Física
677.0,2024-05-08,200.0,17.0,,78945.0,Efectivo,Tienda Física
678.0,2024-05-09,50.0,88.0,13.0,494222.0,Webpay,Web
679.0,2024-05-10,67.0,21.0,1.0,,Webpay,Tienda Física
680.0,11/05/2024,300.0,51.0,17.0,397115.0,TARJETA DÉBITO,Web
681.0,2024-05-11,58.0,59.0,13.0,330052.0,Tarjeta Crédito,App
682.0,12/05/2024,259.0,167.0,4.0,289326.0,  Tarjeta Crédito  ,App
683.0,2024-05-13,130.0,183.0,7.0,433185.0,Tarjeta Crédito,Web
684.0,14/05/2024,215.0,41.0,,145430.0,  Webpay  ,Tienda Física
685.0,14/05/2024,172.0,39.0,9.0,234373.0,  Efectivo  ,Marketplace
686.0,15/05/2024,258.0,141.0,4.0,310076.0 aprox,tarjeta débito,Marketplace
687.0,16/05/2024,102.0,192.0,19.0,206184.0,  Transferencia  ,Web
688.0,17/05/2024,209.0,11.0,1.0,214316.0,Efectivo,App
689.0,17/05/2024,291.0,147.0,10.0,165812.0,Transferencia,App
690.0,2024-05-18,286.0,139.0,4.0,282552.0,,Marketplace
691.0,2024-05-19,116.0,77.0,9.0,425437.0,Tarjeta Crédito,
692.0,2024-05-19,264.0,127.0,13.0,101563.0,Webpay,Marketplace
693.0,20/05/2024,150.0,46.0,14.0,467282.0,transferencia,Tienda Física
694.0,21/05/2024,300.0,45.0,10.0,344855.0,EFECTIVO,Tienda Física
695.0,22/05/2024,36.0,1.0,6.0,411813.0,Webpay,Web
696.0,2024-05-22,287.0,168.0,16.0,278539.0,Transferencia,Web
697.0,23/05/2024,208.0,108.0,6.0,389979.0,  Tarjeta Débito  ,Tienda Física
698.0,2024-05-24,106.0,19.0,,9084.0,Efectivo,App
699.0,2024-05-25,158.0,76.0,10.0,409372.0,Tarjeta Débito,Web
700.0,25/05/2024,121.0,72.0,18.0,21029.0,Tarjeta Crédito,Tienda Física
701.0,26/05/2024,55.0,200.0,18.0,,Tarjeta Débito,Tienda Física
702.0,27/05/2024,12.0,189.0,3.0,495989.0,Tarjeta Débito,App
703.0,2024-05-27,145.0,109.0,15.0,,  Efectivo  ,App
704.0,28/05/2024,136.0,12.0,15.0,105949.0,TARJETA CRÉDITO,App
705.0,29/05/2024,,189.0,4.0,,  Tarjeta Débito  ,
706.0,30/05/2024,144.0,161.0,9.0,127260.0,Webpay,Marketplace
707.0,2024-05-30,,45.0,19.0,~432916.0,TRANSFERENCIA,App
708.0,31/05/2024,237.0,90.0,17.0,52318.0,Tarjeta Débito,Marketplace
